track_id,attributes,custom_attributes,loaded_at
6JIC3hbC28JZKZ8AlAqX8h,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b""}, ""href"": ""https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b"", ""id"": ""3PhoLpVuITZKcymswpck5b"", ""name"": ""Elton John"", ""type"": ""artist"", ""uri"": ""spotify:artist:3PhoLpVuITZKcymswpck5b""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/2Gd77sRs3Y8z8V08Hj6EzC""}, ""href"": ""https://api.spotify.com/v1/albums/2Gd77sRs3Y8z8V08Hj6EzC"", ""id"": ""2Gd77sRs3Y8z8V08Hj6EzC"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b273eb842acacb3238b2bf3b8471"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e02eb842acacb3238b2bf3b8471"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d00004851eb842acacb3238b2bf3b8471"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""The Lockdown Sessions"", ""release_date"": ""2021-10-22"", ""release_date_precision"": ""day"", ""total_tracks"": 17, ""type"": ""album"", ""uri"": ""spotify:album:2Gd77sRs3Y8z8V08Hj6EzC""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b""}, ""href"": ""https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b"", ""id"": ""3PhoLpVuITZKcymswpck5b"", ""name"": ""Elton John"", ""type"": ""artist"", ""uri"": ""spotify:artist:3PhoLpVuITZKcymswpck5b""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u""}, ""href"": ""https://api.spotify.com/v1/artists/6n28c9qs9hNGriNa72b26u"", ""id"": ""6n28c9qs9hNGriNa72b26u"", ""name"": ""PNAU"", ""type"": ""artist"", ""uri"": ""spotify:artist:6n28c9qs9hNGriNa72b26u""}], ""disc_number"": 1, ""duration_ms"": 202735, ""explicit"": false, ""external_ids"": {""isrc"": ""GBUM72104705""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h""}, ""href"": ""https://api.spotify.com/v1/tracks/6JIC3hbC28JZKZ8AlAqX8h"", ""id"": ""6JIC3hbC28JZKZ8AlAqX8h"", ""is_local"": false, ""is_playable"": true, ""name"": ""Cold Heart - PNAU Remix"", ""popularity"": 82, ""preview_url"": null, ""track_number"": 1, ""type"": ""track"", ""uri"": ""spotify:track:6JIC3hbC28JZKZ8AlAqX8h""}","{""rank_in_artist"": 1}",2025-06-10
3PfIrDoz19wz7qK7tYeu62,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/7fJJK56U9fHixgO0HQkhtI""}, ""href"": ""https://api.spotify.com/v1/albums/7fJJK56U9fHixgO0HQkhtI"", ""id"": ""7fJJK56U9fHixgO0HQkhtI"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e024bc66095f8a70bc4e6593f4f"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d000048514bc66095f8a70bc4e6593f4f"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Future Nostalgia"", ""release_date"": ""2020-03-27"", ""release_date_precision"": ""day"", ""total_tracks"": 11, ""type"": ""album"", ""uri"": ""spotify:album:7fJJK56U9fHixgO0HQkhtI""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 183290, ""explicit"": false, ""external_ids"": {""isrc"": ""GBAHT1901121""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62""}, ""href"": ""https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62"", ""id"": ""3PfIrDoz19wz7qK7tYeu62"", ""is_local"": false, ""is_playable"": true, ""name"": ""Don't Start Now"", ""popularity"": 85, ""preview_url"": null, ""track_number"": 2, ""type"": ""track"", ""uri"": ""spotify:track:3PfIrDoz19wz7qK7tYeu62""}","{""rank_in_artist"": 2}",2025-06-10
5b5cPscqVEMChvDqscVw26,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/1Mo92916G2mmG7ajpmSVrc""}, ""href"": ""https://api.spotify.com/v1/albums/1Mo92916G2mmG7ajpmSVrc"", ""id"": ""1Mo92916G2mmG7ajpmSVrc"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e02778c1e4660aa23f6728b32a1"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d00004851778c1e4660aa23f6728b32a1"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Radical Optimism"", ""release_date"": ""2024-05-03"", ""release_date_precision"": ""day"", ""total_tracks"": 11, ""type"": ""album"", ""uri"": ""spotify:album:1Mo92916G2mmG7ajpmSVrc""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 209487, ""explicit"": false, ""external_ids"": {""isrc"": ""GBAHT2301078""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/5b5cPscqVEMChvDqscVw26""}, ""href"": ""https://api.spotify.com/v1/tracks/5b5cPscqVEMChvDqscVw26"", ""id"": ""5b5cPscqVEMChvDqscVw26"", ""is_local"": false, ""is_playable"": true, ""name"": ""Training Season"", ""popularity"": 84, ""preview_url"": null, ""track_number"": 3, ""type"": ""track"", ""uri"": ""spotify:track:5b5cPscqVEMChvDqscVw26""}","{""rank_in_artist"": 3}",2025-06-10
5nujrmhLynf4yMoMtj8AQF,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/5lKlFlReHOLShQKyRv6AL9""}, ""href"": ""https://api.spotify.com/v1/albums/5lKlFlReHOLShQKyRv6AL9"", ""id"": ""5lKlFlReHOLShQKyRv6AL9"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e022172b607853fa89cefa2beb4"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d000048512172b607853fa89cefa2beb4"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Future Nostalgia"", ""release_date"": ""2020-03-27"", ""release_date_precision"": ""day"", ""total_tracks"": 13, ""type"": ""album"", ""uri"": ""spotify:album:5lKlFlReHOLShQKyRv6AL9""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk""}, ""href"": ""https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk"", ""id"": ""4r63FhuTkUYltbVAg5TQnk"", ""name"": ""DaBaby"", ""type"": ""artist"", ""uri"": ""spotify:artist:4r63FhuTkUYltbVAg5TQnk""}], ""disc_number"": 1, ""duration_ms"": 203064, ""explicit"": false, ""external_ids"": {""isrc"": ""GBAHT2000942""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF""}, ""href"": ""https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF"", ""id"": ""5nujrmhLynf4yMoMtj8AQF"", ""is_local"": false, ""is_playable"": true, ""name"": ""Levitating (feat. DaBaby)"", ""popularity"": 85, ""preview_url"": null, ""track_number"": 12, ""type"": ""track"", ""uri"": ""spotify:track:5nujrmhLynf4yMoMtj8AQF""}","{""rank_in_artist"": 4}",2025-06-10
76dIZzTdrNO15mGBrU3MHi,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY""}, ""href"": ""https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY"", ""id"": ""7CajNmpbOovFoOoasH2HaY"", ""name"": ""Calvin Harris"", ""type"": ""artist"", ""uri"": ""spotify:artist:7CajNmpbOovFoOoasH2HaY""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/1CfqWSAyfmYzHU9ktHxUqd""}, ""href"": ""https://api.spotify.com/v1/albums/1CfqWSAyfmYzHU9ktHxUqd"", ""id"": ""1CfqWSAyfmYzHU9ktHxUqd"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b2738daa8ac6367fc997c1873b9b"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e028daa8ac6367fc997c1873b9b"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d000048518daa8ac6367fc997c1873b9b"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""96 Months"", ""release_date"": ""2024-08-08"", ""release_date_precision"": ""day"", ""total_tracks"": 17, ""type"": ""album"", ""uri"": ""spotify:album:1CfqWSAyfmYzHU9ktHxUqd""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY""}, ""href"": ""https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY"", ""id"": ""7CajNmpbOovFoOoasH2HaY"", ""name"": ""Calvin Harris"", ""type"": ""artist"", ""uri"": ""spotify:artist:7CajNmpbOovFoOoasH2HaY""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 214846, ""explicit"": false, ""external_ids"": {""isrc"": ""GBARL1800368""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/76dIZzTdrNO15mGBrU3MHi""}, ""href"": ""https://api.spotify.com/v1/tracks/76dIZzTdrNO15mGBrU3MHi"", ""id"": ""76dIZzTdrNO15mGBrU3MHi"", ""is_local"": false, ""is_playable"": true, ""name"": ""One Kiss (with Dua Lipa)"", ""popularity"": 78, ""preview_url"": null, ""track_number"": 5, ""type"": ""track"", ""uri"": ""spotify:track:76dIZzTdrNO15mGBrU3MHi""}","{""rank_in_artist"": 5}",2025-06-10
2ekn2ttSfGqwhhate0LSR0,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/01sfgrNbnnPUEyz6GZYlt9""}, ""href"": ""https://api.spotify.com/v1/albums/01sfgrNbnnPUEyz6GZYlt9"", ""id"": ""01sfgrNbnnPUEyz6GZYlt9"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e02838698485511bd9108fadadc"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d00004851838698485511bd9108fadadc"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Dua Lipa (Deluxe)"", ""release_date"": ""2017-06-02"", ""release_date_precision"": ""day"", ""total_tracks"": 17, ""type"": ""album"", ""uri"": ""spotify:album:01sfgrNbnnPUEyz6GZYlt9""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 209320, ""explicit"": false, ""external_ids"": {""isrc"": ""GBAHT1600310""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0""}, ""href"": ""https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0"", ""id"": ""2ekn2ttSfGqwhhate0LSR0"", ""is_local"": false, ""is_playable"": true, ""name"": ""New Rules"", ""popularity"": 85, ""preview_url"": null, ""track_number"": 10, ""type"": ""track"", ""uri"": ""spotify:track:2ekn2ttSfGqwhhate0LSR0""}","{""rank_in_artist"": 6}",2025-06-10
3gJAFFELdZyIM8tiwLAikg,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/250b0Wlc5Vk0CoUsaCY84M""}, ""href"": ""https://api.spotify.com/v1/artists/250b0Wlc5Vk0CoUsaCY84M"", ""id"": ""250b0Wlc5Vk0CoUsaCY84M"", ""name"": ""JENNIE"", ""type"": ""artist"", ""uri"": ""spotify:artist:250b0Wlc5Vk0CoUsaCY84M""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/1vWMw6pu3err6qqZzI3RhH""}, ""href"": ""https://api.spotify.com/v1/albums/1vWMw6pu3err6qqZzI3RhH"", ""id"": ""1vWMw6pu3err6qqZzI3RhH"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b2735a43918ea90bf1e44b7bdcfd"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e025a43918ea90bf1e44b7bdcfd"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d000048515a43918ea90bf1e44b7bdcfd"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Ruby"", ""release_date"": ""2025-03-07"", ""release_date_precision"": ""day"", ""total_tracks"": 15, ""type"": ""album"", ""uri"": ""spotify:album:1vWMw6pu3err6qqZzI3RhH""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/250b0Wlc5Vk0CoUsaCY84M""}, ""href"": ""https://api.spotify.com/v1/artists/250b0Wlc5Vk0CoUsaCY84M"", ""id"": ""250b0Wlc5Vk0CoUsaCY84M"", ""name"": ""JENNIE"", ""type"": ""artist"", ""uri"": ""spotify:artist:250b0Wlc5Vk0CoUsaCY84M""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 184698, ""explicit"": true, ""external_ids"": {""isrc"": ""USQX92500266""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/3gJAFFELdZyIM8tiwLAikg""}, ""href"": ""https://api.spotify.com/v1/tracks/3gJAFFELdZyIM8tiwLAikg"", ""id"": ""3gJAFFELdZyIM8tiwLAikg"", ""is_local"": false, ""is_playable"": true, ""name"": ""Handlebars (feat. Dua Lipa)"", ""popularity"": 85, ""preview_url"": null, ""track_number"": 4, ""type"": ""track"", ""uri"": ""spotify:track:3gJAFFELdZyIM8tiwLAikg""}","{""rank_in_artist"": 7}",2025-06-10
6D8y7Bck8h11byRY88Pt2z,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/1Mo92916G2mmG7ajpmSVrc""}, ""href"": ""https://api.spotify.com/v1/albums/1Mo92916G2mmG7ajpmSVrc"", ""id"": ""1Mo92916G2mmG7ajpmSVrc"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e02778c1e4660aa23f6728b32a1"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d00004851778c1e4660aa23f6728b32a1"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Radical Optimism"", ""release_date"": ""2024-05-03"", ""release_date_precision"": ""day"", ""total_tracks"": 11, ""type"": ""album"", ""uri"": ""spotify:album:1Mo92916G2mmG7ajpmSVrc""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 185917, ""explicit"": false, ""external_ids"": {""isrc"": ""GBAHT2301246""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/6D8y7Bck8h11byRY88Pt2z""}, ""href"": ""https://api.spotify.com/v1/tracks/6D8y7Bck8h11byRY88Pt2z"", ""id"": ""6D8y7Bck8h11byRY88Pt2z"", ""is_local"": false, ""is_playable"": true, ""name"": ""Houdini"", ""popularity"": 85, ""preview_url"": null, ""track_number"": 2, ""type"": ""track"", ""uri"": ""spotify:track:6D8y7Bck8h11byRY88Pt2z""}","{""rank_in_artist"": 8}",2025-06-10
1vYXt7VSjH9JIM5oRRo7vA,"{""album"": {""album_type"": ""single"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/5cH7FqB7JD5q1tJXJ7FHYu""}, ""href"": ""https://api.spotify.com/v1/albums/5cH7FqB7JD5q1tJXJ7FHYu"", ""id"": ""5cH7FqB7JD5q1tJXJ7FHYu"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e027dd3ba455ee3390cb55b0192"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d000048517dd3ba455ee3390cb55b0192"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Dance The Night (From Barbie The Album)"", ""release_date"": ""2023-05-25"", ""release_date_precision"": ""day"", ""total_tracks"": 1, ""type"": ""album"", ""uri"": ""spotify:album:5cH7FqB7JD5q1tJXJ7FHYu""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 176579, ""explicit"": false, ""external_ids"": {""isrc"": ""USAT22305457""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA""}, ""href"": ""https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA"", ""id"": ""1vYXt7VSjH9JIM5oRRo7vA"", ""is_local"": false, ""is_playable"": true, ""name"": ""Dance The Night - From Barbie The Album"", ""popularity"": 84, ""preview_url"": null, ""track_number"": 1, ""type"": ""track"", ""uri"": ""spotify:track:1vYXt7VSjH9JIM5oRRo7vA""}","{""rank_in_artist"": 9}",2025-06-10
76cy1WJvNGJTj78UqeA5zr,"{""album"": {""album_type"": ""album"", ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""external_urls"": {""spotify"": ""https://open.spotify.com/album/01sfgrNbnnPUEyz6GZYlt9""}, ""href"": ""https://api.spotify.com/v1/albums/01sfgrNbnnPUEyz6GZYlt9"", ""id"": ""01sfgrNbnnPUEyz6GZYlt9"", ""images"": [{""url"": ""https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc"", ""height"": 640, ""width"": 640}, {""url"": ""https://i.scdn.co/image/ab67616d00001e02838698485511bd9108fadadc"", ""height"": 300, ""width"": 300}, {""url"": ""https://i.scdn.co/image/ab67616d00004851838698485511bd9108fadadc"", ""height"": 64, ""width"": 64}], ""is_playable"": true, ""name"": ""Dua Lipa (Deluxe)"", ""release_date"": ""2017-06-02"", ""release_date_precision"": ""day"", ""total_tracks"": 17, ""type"": ""album"", ""uri"": ""spotify:album:01sfgrNbnnPUEyz6GZYlt9""}, ""artists"": [{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""}, ""href"": ""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"", ""id"": ""6M2wZ9GZgrQXHCFfjv46we"", ""name"": ""Dua Lipa"", ""type"": ""artist"", ""uri"": ""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""}], ""disc_number"": 1, ""duration_ms"": 217946, ""explicit"": true, ""external_ids"": {""isrc"": ""GBAHT1600301""}, ""external_urls"": {""spotify"": ""https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr""}, ""href"": ""https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr"", ""id"": ""76cy1WJvNGJTj78UqeA5zr"", ""is_local"": false, ""is_playable"": true, ""name"": ""IDGAF"", ""popularity"": 82, ""preview_url"": null, ""track_number"": 5, ""type"": ""track"", ""uri"": ""spotify:track:76cy1WJvNGJTj78UqeA5zr""}","{""rank_in_artist"": 10}",2025-06-10
